Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,description_wiki
13753,Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,"Resident Evil
Operation Raccoon City
Développeur
Slant Six Games
Éditeur
Capcom
Date de sortie
PS3 et Xbox 360
USA : 20 mars 2012
EUR : 23 mars 2012
JAP : 26 avril 2012

[afficher]
Autre


Franchise
Resident Evil (d)
Genre
Tir à la troisième personne
Mode de jeu
Un joueur et Multijoueur
Plateforme
Ordinateur(s) :
Windows
Console(s) :
PlayStation 3, Xbox 360
Langue
Anglais, français, allemand, italien, polonais, russe, espagnol, néerlandais
Moteur
Slant Six Games
Évaluation
PEGI : 18 ?
Site web
www.residentevil.com/reorc
modifier - modifier le code - modifier Wikidata"
13754,Winning Post 7 2012,PSP,2012.0,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04,no_data
13755,Samurai Warriors 2: Empires,X360,2007.0,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,no_data
13756,Super Black Bass Fishing,DS,2005.0,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,no_data
13757,Point Blank 2,PS,1998.0,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,no_data
13758,Who Wants to Be a Millionaire: 3rd Edition,DS,2010.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,no_data
13759,Test Drive: Ferrari Legends,PS3,2012.0,Racing,Unknown,0.04,0.0,0.0,0.0,0.04,no_data
13760,Saru! Get You! Pipo Saru Senki,PSP,2009.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,no_data
13761,Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,"Cet article est une ébauche concernant le jeu vidéo et la science-fiction.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13762,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04,no_data
13763,Imabikisou,PS3,2007.0,Adventure,Sega,0.0,0.0,0.04,0.0,0.04,no_data
13764,Logic Machines,DS,2009.0,Puzzle,City Interactive,0.04,0.0,0.0,0.0,0.04,no_data
13765,One Piece: Burning Blood,XOne,2016.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,no_data
13766,Hakuouki: Reimeiroku Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,no_data
13767,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008.0,Shooter,Sega,0.0,0.0,0.04,0.0,0.04,"↑ https://www.satakore.com/sega-saturn-game,,T-12707H,,Sega-Ages-USA.html [archive]
↑ https://www.satakore.com/sega-saturn-game,,MK81604-50,,Sega-Ages-Vol.1-EUR.html [archive]
↑ https://www.mobygames.com/game/sega-saturn/sega-ages-volume-1/release-info [archive]"
13768,Antz Extreme Racing,PS2,2002.0,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,"Fourmiz Extreme Racing
Développeur
Supersonic Software (PS2, Xbox, Windows)
Magic Pockets (GBA)
Éditeur
Empire Interactive
Date de sortie
EUR : 2002
Genre
Course
Mode de jeu
Multijoueur, solo
Plateforme
PlayStation 2, Xbox, Windows, Game Boy Advance
Langue
Français
Moteur
RenderWare
Évaluation
ELSPA : 3-10
SELL : Pour tous publics
modifier - modifier le code - modifier Wikidata"
13769,Motto TOEIC Test DS Training,DS,2008.0,Misc,IE Institute,0.0,0.0,0.04,0.0,0.04,no_data
13770,Super Robot Gakuen,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,no_data
13771,Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,no_data
13772,Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04,"afficher
Cette section ne s'appuie pas, ou pas assez, sur des sources secondaires ou tertiaires (avril 2022). "
13773,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,no_data
13774,Empire Earth III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,"Empire Earth III
Développeur
Mad Doc Software
Éditeur
Vivendi Games
Compositeur
Michael G. Shapiro
Début du projet
2005
Date de sortie
16 novembre 2007
Genre
Stratégie en temps réel
Mode de jeu
Un joueur, multijoueur
Plateforme
Microsoft Windows
Langue
Multilingue
Moteur
Gamebryo
Version
1.1
Évaluation
ESRB : T ?
PEGI : 12+ ?
Empire Earth
Empire Earth II (2005)
modifier - modifier le code - modifier Wikidata"
13775,Mike Tyson Boxing,GBA,2002.0,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,"Aperçu des notes reçues
Presse papier
Média Note
Edge (UK) 3/102
EGM (US) 5,33/103
Game Informer (US) 5/10 (GBA)4
5/10 (PS)5
Next Generation (US) 6
Nintendo Power (US) 2,6/57
Presse numérique
Média Note
AllGame (US) 8
Eurogamer (UK) 5/109
Gamekult (FR) 6/1010
GameSpot (US) 3,3/10 (GBA)11
3/10 (PC)12
GameZone (US) 3,8/1013
IGN (US) 4,8/10 (GBA)14
4,3/10 (PS)15
Jeuxvideo.com (FR) 9/2016
Agrégateurs de notes
Média Note
Metacritic 44/100 (GBA)17
44/100 (PS)18
modifier"
13776,Jojo's Fashion Show: Design in a Dash!,DS,2009.0,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,no_data
13777,The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04,no_data
13778,Go Diego Go!: Safari Rescue,PS2,2008.0,Action,Take-Two Interactive,0.02,0.02,0.0,0.01,0.04,no_data
13779,Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.04,0.0,0.0,0.0,0.04,"↑ Noté 1/20 - Jihem, À prendre ou à laisser (DS) [archive], 5 décembre 2007, Jeuxvideo.com.
↑ Noté 1/20 - Jihem, À prendre ou à laisser (PC) [archive], 8 juin 2007, Jeuxvideo.com."
13780,Clannad,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04,no_data
13781,Nobunaga's Ambition: Sphere of Influence,PS4,2014.0,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,no_data
13782,Fisherman's Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,"Fisherman's Challenge
Développeur
Konami
Éditeur
Konami
Date de sortie
AN 19 janvier 2003
EUR 28 mars 2003
Genre
Pêche
Plateforme
PlayStation 2
modifier - modifier le code - modifier Wikidata"
13783,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009.0,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,no_data
13784,Akko ni Omakase! Brain Shock,DS,2006.0,Misc,Taito,0.0,0.0,0.04,0.0,0.04,no_data
13785,Mission: Impossible - Operation Surma,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,"Pour les articles homonymes, voir Mission impossible."
13786,Guild Wars Trilogy,PC,2005.0,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04,no_data
13787,Patrician IV,PC,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,"Patrician IV
Développeur
Gaming Minds Studios
Éditeur
Kalypso Media
JAP Zoo Corporation
Date de sortie
24 septembre 2010
Franchise
Patrician (d)
Genre
Simulation économique
Mode de jeu
Solo
Plateforme
Windows
Langue
anglais, allemand
Site web
www.patrician4.com
modifier - modifier le code - modifier Wikidata"
13788,Deadliest Warrior: Ancient Combat,PS3,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,no_data
13789,King of Fighters: Maximum Impact Regulation A,PS2,2007.0,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,no_data
13790,Who Wants to be a Millionaire: 1st Edition,DS,2007.0,Misc,Ubisoft,0.0,0.04,0.0,0.0,0.04,no_data
13791,Star Ocean 5: Integrity and Faithlessness,PS3,2016.0,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13792,Date A Live: Rine Utopia,PS3,2013.0,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04,no_data
13793,CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,"Les Experts
Complot à Las Vegas
Développeur
Telltale Games
Éditeur
Ubisoft
Compositeur
Jared Emerson-Johnson
Date de sortie
AN : 26 octobre 2010
JAP : 28 octobre 2010
EUR : 28 octobre 2010
Franchise
Les Experts
Genre
Réflexion
Mode de jeu
Solo
Plateforme
Windows, Xbox 360, PlayStation 3, Wii
Moteur
Telltale Tool
modifier - modifier le code - modifier Wikidata"
13794,Durarara!! 3way Standoff: Alley,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,no_data
13795,Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,"Surf's Up
Album de The Beach Boys
Sortie 30 août 1971
Enregistré janvier-juin 1971
Durée 33:56
Producteur The Beach Boys
Label Brother/Reprise
Albums de The Beach Boys
Sunflower
(1970)
Carl and the Passions - ""So Tough""
(1972)
modifier"
13796,Fritz Chess,PS3,2009.0,Strategy,Deep Silver,0.0,0.03,0.0,0.01,0.04,no_data
13797,The Da Vinci Code,XB,2006.0,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,Article détaillé : Prieuré de Sion.
13798,Famicom Mini: Clu Clu Land,GBA,2004.0,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04,no_data
13799,Astro Boy: The Video Game,PSP,2009.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,no_data
13800,Metal Slug XX,PSP,2009.0,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,"↑ (ja) « News Release » [archive], sur snkplaymore.co.jp, 7 décembre 2009"
13801,Sacred Blaze,PS2,2009.0,Strategy,Flight-Plan,0.0,0.0,0.04,0.0,0.04,no_data
13802,Rollin' Rascals,DS,2009.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.04,no_data
13803,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,no_data
13804,Thoroughbred Breeder II Plus,PS,1995.0,Simulation,Hect,0.0,0.0,0.04,0.0,0.04,no_data
13805,Pure Pinball,XB,2004.0,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,no_data
13806,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,no_data
13807,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,no_data
13808,Resident Evil: Revelations,PC,2013.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,"Resident Evil
Revelations
Logo officiel de Resident Evil: Revelations.
Développeur
Capcom
TOSE
Éditeur
Capcom
Réalisateur
Koushi Nakanishi
Scénariste
Dai Satō
Compositeur
Ichiro Kohmoto
Kota Suzuki
Takeshi Miura
Producteur
Masachika Kawata
Takayuki Hama
Tsukasa Takenaka
Début du projet
2010
Date de sortie
Nintendo 3DS
JAP : 26 janvier 2012
EUR : 27 janvier 2012
AN : 7 février 20121

PC, PS3, Wii U, Xbox 360
AN : 21 mai 2013
JAP : 23 mai 2013
EUR : 24 mai 2013

PS4, Xbox One
AN : 29 août 2017
EUR : 29 août 2017
JAP : 31 août 2017

Nintendo Switch
INT : 28 novembre 2017
Genre
Survival horror
Mode de jeu
Un à deux joueurs
Plateforme
Ordinateur(s) :
Windows
Console(s) :
PlayStation 3, Wii U, Xbox 360, PlayStation 4, Xbox One, Nintendo Switch
Console(s) portable(s) :
Nintendo 3DS
Langue
Multilingue
Moteur
MT Framework
Évaluation
ESRB : M ?
PEGI : 16 ?
Site web
www.residentevil.com/revelations/index.php
Resident Evil
Resident Evil 5 (2009) Resident Evil 6 (2012)
modifier - modifier le code - modifier Wikidata"
13809,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,no_data
13810,Shadow of the Colossus,PS3,2011.0,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
13811,Phantom Breaker,X360,2011.0,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,"Phantom Breaker
Développeur
5pb.
Delta Factory
R.U.N
Éditeur
5pb.
Réalisateur
Masatoshi Imaizumi
Date de sortie
Phantom Breaker
JPN 2 juin 2011

Phantom Breaker: Another Code
JPN 4 avril 2013

Phantom Breaker: Extra
JPN 19 septembre 2013
Genre
Jeu vidéo de combat
Mode de jeu
Un à deux joueurs
Plateforme
Phantom Breaker
Xbox 360, , Phantom Breaker: Another Code
RingEdge 2, , Phantom Breaker: Extra
Xbox 360
PlayStation 3
Évaluation
CERO : B ?
ESRB : T ?
Site web
http://5pb.jp/games/phantombreaker/top.html
modifier - modifier le code - modifier Wikidata"
13812,Gummy Bears Mini Golf,Wii,2010.0,Sports,Unknown,0.04,0.0,0.0,0.0,0.04,no_data
13813,Brothers In Arms DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,"Brothers in Arms DS
Développeur
Gameloft Srl
Éditeur
Ubisoft
Date de sortie
7 juin 2007
Franchise
Brothers in Arms
Genre
Tir à la première personne
Mode de jeu
Un joueur
Plateforme
Nintendo DS, N-Gage
modifier - modifier le code - modifier Wikidata"
13814,Valhalla Knights 2: Battle Stance,PSP,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,no_data
13815,99 no Namida,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,no_data
13816,Clannad,PSP,2008.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,no_data
13817,Cyber Troopers Virtual-On Marz,PS2,2003.0,Fighting,Sega,0.02,0.01,0.0,0.0,0.04,"Cyber Troopers Virtual-On Marz
Développeur
Hitmaker
Éditeur
Sega
Date de sortie
29 mai 2003
Franchise
Virtual On
Genre
Combat
Mode de jeu
Multijoueur, solo
Plateforme
PlayStation 2, PlayStation Network
Version
8.5
modifier - modifier le code - modifier Wikidata"
13818,Headhunter: Redemption,PS2,2004.0,Action,Sega,0.02,0.01,0.0,0.0,0.04,"Headhunter
Redemption
Développeur
Amuze
Éditeur
Sega
Compositeur
Richard Jacques
Date de sortie
EUR : 27 août 2004
USA : 21 septembre 20041
Genre
Action-aventure
Mode de jeu
Un joueur
Plateforme
PlayStation 2, Xbox
Langue
Français (textes)
Anglais (voix)
Moteur
RenderWare
Évaluation
ESRB : M ?1
PEGI : 16+ ?
Headhunter
Headhunter (2001)
modifier - modifier le code - modifier Wikidata"
13819,Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008.0,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.04,no_data
13820,Bomberman: Act Zero,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,"Bomberman
Act Zero
Développeur
Hudson Soft
Éditeur
Konami
Date de sortie
JAP : 3 août 2006
AN : 29 août 2006
EUR : 26 octobre 2006
Franchise
Bomberman
Genre
Action
Mode de jeu
Solo, multijoueur
Plateforme
Xbox 360
Évaluation
ESRB : T ?
PEGI : 12+ ?
modifier - modifier le code - modifier Wikidata"
13821,Stuntman,GBA,2003.0,Racing,Atari,0.03,0.01,0.0,0.0,0.04,"Stuntman
Développeur
Reflections Interactive
Velez & Dubail Dev. Team (GBA)
Éditeur
Infogrames
Date de sortie
2002
Genre
Action, Course
Mode de jeu
Solo
Plateforme
PlayStation 2, Game Boy Advance, téléphone mobile
modifier - modifier le code - modifier Wikidata"
13822,Time Travelers,3DS,2012.0,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,no_data
13823,Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.04,"Burnout Paradise
Développeur
Criterion Games
Éditeur
Electronic Arts
Date de sortie
PlayStation 3, Xbox 3601,2
AN : 22 janvier 2008
EUR : 25 janvier 2008
JAP : 21 février 2008

Windows3
AN : 3 février 2009
EUR : 5 février 2009

Remastered
PlayStation 4, Xbox One
INT : 16 mars 2018

Windows (Origin)
INT : 21 août 2018

Nintendo Switch
INT : 19 juin 2020
Franchise
Burnout
Genre
Course automobile
Mode de jeu
Solo
Jeu en ligne
Plateforme
Microsoft Windows, PlayStation 3, Xbox 360, Xbox One, PlayStation 4
Langue
Français
Moteur
RenderWare
Évaluation
ESRB : E10+ ?
PEGI : 3+ ?
Version Ultimate Box
PEGI : 7+ ?
Site web
www.criteriongames.com/burnout/paradise, www.burnout.ea.com/home.asp?lang=us
modifier - modifier le code - modifier Wikidata"
13824,The Chase: Felix Meets Felicity,DS,2009.0,Action,Atari,0.04,0.0,0.0,0.0,0.04,no_data
13825,Stoked: Big Air Edition,X360,2009.0,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,no_data
13826,Syndicate Wars,PS,1997.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,"Syndicate Wars
Développeur
Bullfrog
Éditeur
Electronic Arts
Réalisateur
David Byrne, Les Edgar, Peter Molyneux (gestion)1
Compositeur
Russell Shaw
Date de sortie
1996
Franchise
Syndicate (en)
Genre
Tactique en temps réel
Mode de jeu
Un joueur
Plateforme
PC (DOS, Windows), PlayStation
Moteur
Magic Carpet
modifier - modifier le code - modifier Wikidata"
13827,Castlevania: Lords of Shadow 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
13828,Draglade (JP sales),DS,2007.0,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04,no_data
13829,Herc's Adventures,PS,1997.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04,"Herc's Adventures
Développeur
Big Ape Productions
Éditeur
LucasArts
Compositeur
Michael Land
Date de sortie
31 juillet 1997
Décembre 1997
25 juin 1998
Genre
Aventure
Mode de jeu
1 joueur, 2 joueurs
Plateforme
PlayStation, Saturn
Évaluation
ESRB : E ?
modifier - modifier le code - modifier Wikidata"
13830,Tiger Woods PGA Tour Golf,GBA,2002.0,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,"↑ Noté 6/10 - Willow, Test : Tiger Woods PGA Tour Golf, janvier 2001, Joypad n°104.
↑ Noté 17/20 - Jean-Charles Daguinot, Tiger Woods PGA Tour 2003 : Du golf en GTI, décembre 2002, Jeux vidéo Magazine n°27, p. 54.
↑ Ayden_, « Test : Rory McIlroy PGA Tour : Deux ans d'absence pour un retour fracassant ? [archive] » sur Jeuxvideo.com, 17 juillet 2015.
↑ (en) Oliver Brown, « Tiger Woods dropped by EA Sports [archive] » sur The Daily Telegraph, 29 octobre 2013.
↑ (en) « Tiger Woods dropped by EA Sports [archive] » sur CNN, 29 octobre 2013."
13831,Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,no_data
13832,BlazBlue: Chrono Phantasma Extend,PS3,2015.0,Action,PQube,0.0,0.0,0.04,0.0,0.04,"Cet article ne cite pas suffisamment ses sources (août 2012).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
13833,All Points Bulletin,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13834,Romance of the Three Kingdoms 13,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,no_data
13835,The Movies,PC,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,"Pour l’article homonyme, voir The Movies (film)."
13836,SuperCar Challenge,PS3,2009.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,no_data
13837,Dreamfall: The Longest Journey,XB,2006.0,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,"Dreamfall
The Longest Journey
Développeur
Funcom
Éditeur
Micro Application
Réalisateur
Ragnar Tornquist
Date de sortie
2006
Genre
Aventure
Mode de jeu
Un joueur
Plateforme
Xbox, Windows
Langue
Anglais
Moteur
Shark 3D
Évaluation
PEGI 16 (d)
Site web
www.dreamfall.com
The Longest Journey (d)
The Longest Journey Dreamfall Chapters
modifier - modifier le code - modifier Wikidata"
13838,The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,no_data
13839,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995.0,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04,no_data
13840,Yuki Yuna is a Hero: Memory of the Forest,PSV,2015.0,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,no_data
13841,JASF: Jane's Advanced Strike Fighters,PC,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,no_data
13842,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,"Kidō Gekidan Haro Ichiza
Gundam Mahjong DS
Oyaji nimo Agarareta koto nai noni!
Développeur
Microvision
Éditeur
Namco Bandai Games
Date de sortie
JAP : 29 décembre 2005
Genre
Mah-jong
Mode de jeu
Un joueur
Plateforme
Console(s) portable(s) :
Nintendo DS
modifier - modifier le code - modifier Wikidata"
13843,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010.0,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,no_data
13844,Zatch Bell! Mamodo Fury,GC,2005.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,Article détaillé : Personnages de Zatchbell.
13845,Dora's Big Birthday Adventure,PS2,2010.0,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04,no_data
13846,PopStar Guitar,PS2,2008.0,Misc,XS Games,0.02,0.01,0.0,0.0,0.04,no_data
13847,Haikyu!! Cross Team Match!,3DS,2016.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,no_data
13848,NHL Blades of Steel 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,"Cet article ne cite pas suffisamment ses sources (mars 2020).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
13849,Outlaw Volleyball Remixed,PS2,2004.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.04,no_data
13850,The Adventures of Darwin,PS2,2006.0,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04,no_data
13851,Scarface: The World is Yours,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13852,Blood Bowl,PC,2009.0,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04,"Blood Bowl
Jeu de société
Données clés
Auteur Jervis Johnson
Éditeur
Gamme Games Workshop
Gamme Spécialiste
Date de 1re édition 1987
Format plan de jeu, dés et figurines
Mécanismes simulation sportive fantastique
jeu de figurines
jeu de stratégie
Thèmes Football américain, rugby
Univers fantastique
Âge À partir de 14 ans
Durée annoncée 1h à 3h selon l'expérience des joueurs
Données clés
habileté
physique
 Non  réflexion
décision
 Oui générateur
de hasard
 Oui info. compl.
et parfaite
 Oui
modifier"
13853,FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,"Cet article est une ébauche concernant un jeu vidéo sur le football.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) selon les recommandations des projets correspondants."
13854,Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.01,0.04,"Supreme Commander
Forged Alliance
Développeur
Gas Powered Games
Éditeur
THQ
Compositeur
Jeremy Soule
Date de sortie
5 novembre 2007
23 novembre 2007
Genre
Stratégie temps réel
Mode de jeu
Un joueur, Multijoueur
Plateforme
Windows
Langue
Anglais, français, italien, allemand, espagnol, tchèque, polonais, russe, chinois traditionnel (d)
Version
1.6.6 Steam (aka build 3603)
Évaluation
PEGI : 12+ ?
modifier - modifier le code - modifier Wikidata"
13855,Klonoa Heroes: Densetsu no Star Medal,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,no_data
13856,Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,no_data
13857,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001.0,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.04,no_data
13858,Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04,"Cet article ne cite pas suffisamment ses sources (avril 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
13859,Jig-A-Pix: Pets,DS,2009.0,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.04,no_data
13860,Brothers: A Tale of Two Sons,XOne,2015.0,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,"Aperçu des notes reçues
Presse papier
Média Note
Edge (UK) 7/1014
Presse numérique
Média Note
Eurogamer (UK) 9/1015
Gameblog (FR) 10/1016
Gamekult (FR) 7/102
GameSpot (US) 8/1017
IGN (US) 8,2/1018
Jeuxvideo.com (FR) 16/203
Jeuxvideo.fr (FR) 8/1019
Agrégateurs de notes
Média Note
Metacritic 90 % (PC)20
86 % (Xbox 360)21
85 % (PS3)22
81 % (PS4, Xbox One)23,24
modifier"
13861,Warhammer: Dark Omen,PS,1998.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,"Warhammer
Dark Omen
Développeur
Mindscape
Éditeur
Electronic Arts
Compositeur
Mark Knight
Date de sortie
31 mars 1998 (USA)
Genre
Tactique en temps réel
Mode de jeu
Un joueur, multijoueur
Plateforme
PlayStation et PC
modifier - modifier le code - modifier Wikidata"
13862,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,no_data
