Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,description_wiki
3231,NHL 2001,PS,2000.0,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,"NHL 2001
Développeur
EA Canada
Éditeur
EA Sports
Date de sortie
2001
Genre
Hockey
Mode de jeu
Multijoueur, solo
Plateforme
PlayStation, PlayStation 2, Windows
NHL
NHL 2000 NHL 2002
modifier - modifier le code - modifier Wikidata"
3232,World of Zoo,Wii,2009.0,Simulation,THQ,0.41,0.16,0.0,0.05,0.63,no_data
3233,LEGO Jurassic World,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0.0,0.06,0.63,"Pour les articles homonymes, voir Jurassic World (homonymie)."
3234,Wet,PS3,2009.0,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.63,no_data
3235,MySims Racing,DS,2009.0,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63,"Cet article ne cite pas suffisamment ses sources (juin 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
3236,Buzz Lightyear of Star Command,PS,2000.0,Platform,Activision,0.35,0.24,0.0,0.04,0.63,no_data
3237,Namco Museum,GC,2002.0,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,"Cet article ne cite pas suffisamment ses sources (juin 2018).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
3238,Nobunaga no Yabou: Haouden,SNES,1993.0,Strategy,Tecmo Koei,0.3,0.0,0.32,0.0,0.62,"Nobunaga no Yabō
Haōden
Développeur
Koei
Éditeur
Koei
Date de sortie
1992
Genre
Grande stratégie, Stratégie au tour par tour
Mode de jeu
Un joueur
Plateforme
PC-98, 3DO, DOS, FM Towns, Mega Drive, Mega-CD, PlayStation, Super Nintendo, X68000, Windows
modifier - modifier le code - modifier Wikidata"
3239,Virtua Cop,SAT,1995.0,Shooter,Sega,0.0,0.0,0.62,0.0,0.62,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
3240,Metal Gear Solid 2: Substance,XB,,Action,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62,Le jeu s'ouvre sur le pont George-Washington et l'entrée en scène spectaculaire du héros.
3241,Tony Hawk's American Wasteland,XB,2005.0,Sports,Activision,0.4,0.2,0.0,0.03,0.62,"Cet article ne cite pas suffisamment ses sources (octobre 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
3242,WWF in Your House,PS,1996.0,Fighting,Acclaim Entertainment,0.35,0.24,0.0,0.04,0.62,"WWF in Your House
Main event
Sicho Sid contre Diesel
Informations
Fédération
World Wrestling Federation
Date
14 mai 1995
Date de fin
1999
Spectateurs
7 000 personnes
Lieu
Onondaga War Memorial
Ville(s)
Syracuse, New York
Chronologie des événements
WrestleMania XI
King of the Ring (1995)
modifier - modifier le code - modifier Wikidata"
3243,Prince of Persia: The Forgotten Sands,X360,2010.0,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,"Prince of Persia
Les Sables oubliés
Développeur
Ubisoft Montréal (Xbox 360, PS3, PC)
Ubisoft Québec (PSP et Wii)
Ubisoft Casablanca (Nintendo DS)1
Gameloft (BB et mobile)
Éditeur
Ubisoft
Gameloft (BB et mobile)
Réalisateur
Jean-Christophe Guyot
Scénariste
Ceri Young
Compositeur
Steve Jablonsky (Xbox 360, PS3, PC)
Tom Salta (Wii, NDS, PSP)
Producteur
Graeme Jennings
Début du projet
2008
Date de sortie
Consoles2
AN : 18 mai 2010
EUR : 20 mai 2010

Windows3
INT : 12 juin 2010
Genre
Action-aventure, plates-formes
Mode de jeu
Un joueur
Plateforme
PlayStation 3, Xbox 360, Windows, PlayStation Portable, Wii, Nintendo DS, BlackBerry, téléphone mobile
Langue
Multilingue
Moteur
Anvil
Jade engine (Wii et PSP)
Version
1.01
Évaluation
PEGI : 16 ?
Site web
prince-of-persia.us.ubi.com
Prince of Persia
The Fallen King (2008) Les Sables du Temps Remake (2022)
modifier - modifier le code - modifier Wikidata"
3244,Vanquish,PS3,2010.0,Shooter,Sega,0.21,0.22,0.11,0.09,0.62,"Sur les autres projets Wikimedia :
vanquish, sur le Wiktionnaire"
3245,Wild ARMs 3,PS2,2002.0,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,"Wild Arms 3
Développeur
Media.Vision
Éditeur
Sony Computer Entertainment
EUR Ubisoft
Compositeur
Michiko Naruke
Date de sortie
JAP 14 mars 2002
AN 15 octobre 2002
EUR 21 février 2003
Genre
RPG
Mode de jeu
Solo
Plateforme
PlayStation 2, PlayStation 4
Wild Arms
Wild Arms 2 (1999) Wild Arms 4 (2005)
modifier - modifier le code - modifier Wikidata"
3246,NBA ShootOut '97,PS,1997.0,Sports,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.62,no_data
3247,Sacred 2: Fallen Angel,PS3,2009.0,Role-Playing,Deep Silver,0.22,0.23,0.08,0.09,0.62,Ancaria
3248,Madden NFL 07,GC,2006.0,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,"Madden NFL 07
Développeur
EA Tiburon
HB Studios (Wii)
Exient Entertainment (DS/GBA)
Éditeur
EA Sports
Date de sortie
22 août 2006
Genre
Sport (football américain)
Mode de jeu
Solo et multijoueur
Plateforme
PlayStation 2, PlayStation 3, GameCube, Xbox, Xbox 360, PlayStation Portable, Game Boy Advance, Nintendo DS, PC (Windows).
Évaluation
ESRB : E ?
Madden NFL
Madden NFL 06 Madden NFL 08
modifier - modifier le code - modifier Wikidata"
3249,Far Cry 4,PC,2014.0,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62,"Aperçu des notes reçues
Presse numérique
Média Note
Eurogamer (UK) 8/1019
Gamekult (FR) 620
GameSpot (US) 7/1021
Jeuxvideo.com (FR) 16/20
Jeuxvideo.fr 8/1022
Journal du Gamer 8/1023
Les Numériques 4/524
Agrégateurs de notes
Média Note
Metacritic (PS4) 85/100 (Xbox One) 82/100 (PC) 80/100
modifier"
3250,Battlezone,2600,1982.0,Shooter,Atari,0.58,0.03,0.0,0.01,0.62,"Battlezone
Développeur
Atari Inc.
Éditeur
Atari Inc.
Réalisateur
Ed Rotberg
Début du projet
1980
Genre
Action
Mode de jeu
Un joueur
Plateforme
Arcade, Apple II, Atari 2600, Atari 8-bit, Atari ST, Commodore 64, Commodore VIC-20, Game Boy, PC (MS-DOS), PSP
Évaluation
PEGI 71
Battlezone
Battlezone (jeu video 2016)
modifier - modifier le code - modifier Wikidata"
3251,Tiger Woods PGA Tour 2004,XB,2003.0,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62,"↑ Noté 6/10 - Willow, Test : Tiger Woods PGA Tour Golf, janvier 2001, Joypad n°104.
↑ Noté 17/20 - Jean-Charles Daguinot, Tiger Woods PGA Tour 2003 : Du golf en GTI, décembre 2002, Jeux vidéo Magazine n°27, p. 54.
↑ Ayden_, « Test : Rory McIlroy PGA Tour : Deux ans d'absence pour un retour fracassant ? [archive] » sur Jeuxvideo.com, 17 juillet 2015.
↑ (en) Oliver Brown, « Tiger Woods dropped by EA Sports [archive] » sur The Daily Telegraph, 29 octobre 2013.
↑ (en) « Tiger Woods dropped by EA Sports [archive] » sur CNN, 29 octobre 2013."
3252,LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,Disney Interactive Studios,0.29,0.28,0.0,0.06,0.62,no_data
3253,Pro Evolution Soccer 2015,PS3,2014.0,Sports,Konami Digital Entertainment,0.1,0.23,0.22,0.08,0.62,"Pro Evolution Soccer 2015
Développeur
Konami - PES Production ARCHOS
Éditeur
Konami
Date de sortie
AN : 11 novembre 2014
EUR : 13 novembre 2014
Genre
Football
Mode de jeu
Solo, multijoueur, en ligne
Plateforme
Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, Xbox One
Langue
Multilingue
Moteur
Fox Engine
Havok (moteur physique)
Évaluation
ACB : G ?
CERO : Free ?
ESRB : E ?
PEGI : 3 ?
USK : 0 ?
Site web
pes.konami.com/news
EFootball
Pro Evolution Soccer 2014 Pro Evolution Soccer 2016
modifier - modifier le code - modifier Wikidata"
3254,Evolve,XOne,2015.0,Shooter,Take-Two Interactive,0.36,0.2,0.0,0.06,0.62,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
3255,Tak 2: The Staff of Dreams,PS2,2004.0,Platform,THQ,0.3,0.24,0.0,0.08,0.62,"Tak 2
Le Sceptre des rêves
Développeur
Avalanche Software
Helixe (GBA)
Éditeur
THQ
Date de sortie
11 octobre 2004
Genre
Plates-formes
Mode de jeu
Multijoueur, solo
Plateforme
GameCube, PlayStation 2, Xbox, Game Boy Advance
Tak and the Power of Juju (d)
Tak and the Power of Juju Tak: The Great Juju Challenge
modifier - modifier le code - modifier Wikidata"
3256,Dead Island: Riptide,PS3,2013.0,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62,"Dead Island
Riptide
Développeur
Techland
Éditeur
Deep Silver
Date de sortie
AN : 23 avril 2013
EUR : 26 avril 20131
Franchise
Dead Island
Genre
Tir en vue à la première personne
Survival horror
Mode de jeu
Un à quatre joueurs
Plateforme
Ordinateur(s) :
Windows
Console(s) :
PlayStation 3, Xbox 360
Moteur
Chrome Engine (en)
Évaluation
ESRB : M ?
PEGI : 18 ?
modifier - modifier le code - modifier Wikidata"
3257,Warriors Orochi 3,PS3,2011.0,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,"Warriors Orochi 3
Développeur
Omega Force
Éditeur
Koei Tecmo Holdings
Réalisateur
Shigeto Nakadai (real.)
Compositeur
Masato Koike & Miki Fujii
Date de sortie
PlayStation 3, Xbox 360
JAP : 22 décembre 2011
AN : 20 mars 2012
EUR : 6 avril 2012
PlayStation Portable
JAP : 19 juillet 2012
Nintendo Wii U
AN : 18 novembre 2012
EUR : 30 novembre 2012
JAP : 8 décembre 2012
Ultimate
JAP : 26 septembre 2013
AN : 2 septembre 2014
EUR : 5 septembre 2014
PlayStation 4
JAP : 26 juin 2014
AN : 2 septembre 2014
EUR : 5 septembre 2014
Xbox One
AN : 2 septembre 2014
JAP : 4 septembre 2014
EUR : 5 septembre 2014
Nintendo Switch
JAP : 9 novembre 2017
Genre
Hack and slash
Mode de jeu
Multijoueur
Plateforme
Xbox 360, PlayStation Vita, PlayStation 3, Xbox One, PlayStation 4
Dynasty Warriors & Samurai Warriors
Musou Orochi Z (en) Warriors Orochi 4
modifier - modifier le code - modifier Wikidata"
3258,Bolt,DS,2008.0,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62,"Sur les autres projets Wikimedia :
bolt, sur le Wiktionnaire"
3259,Viewtiful Joe,GC,2003.0,Action,Capcom,0.38,0.1,0.12,0.02,0.62,Atsushi Inaba est le producteur du jeu.
3260,The Urbz: Sims in the City,GBA,2004.0,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,"Les Urbz
Les Sims in the City
Développeur
Maxis
Griptonite Games (GBA/DS)
Éditeur
Electronic Arts
Réalisateur
Will Wright
Date de sortie
9 novembre 2004 (USA)
12 novembre 2004 (Europe)
Franchise
Les Sims
Genre
Simulation de vie
Mode de jeu
Un joueur
Plateforme
Game Boy Advance, GameCube, Nintendo DS, PlayStation 2, Xbox
Évaluation
ESRB : T ?
PEGI : 12+ ?
modifier - modifier le code - modifier Wikidata"
3261,Beetle Adventure Racing!,N64,1999.0,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62,no_data
3262,FIFA Soccer,PSV,2012.0,Sports,Electronic Arts,0.17,0.34,0.02,0.09,0.62,no_data
3263,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000.0,Platform,Eidos Interactive,0.34,0.23,0.0,0.04,0.62,no_data
3264,Wipeout: The Game,DS,2010.0,Misc,Activision,0.58,0.0,0.0,0.04,0.62,no_data
3265,Strike Force Bowling,PS2,2004.0,Sports,Play It,0.3,0.24,0.0,0.08,0.62,no_data
3266,SpongeBob's Atlantis SquarePantis,Wii,2007.0,Action,THQ,0.57,0.01,0.0,0.04,0.62,no_data
3267,Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62,"Metal Gear Solid V: Ground Zeroes
Presse papier
Média Note
EGM (US) 5.0/1015
Famitsu (JP) 38/4016
Game Informer (US) 7.00/1017
Presse numérique
Média Note
Eurogamer (UK) 9/1018
GameSpot (US) 8/1019
IGN (US) 8.0/1020
Agrégateurs de notes
Média Note
Metacritic 80/100 (PC)21
66/100 (PS3)22
76/100 (XBO)23
75/100 (PS4)24
modifier"
3268,Halloween,2600,1982.0,Action,Wizard Video Games,0.58,0.03,0.0,0.01,0.62,Article détaillé : Samain (mythologie).
3269,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011.0,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.08,0.62,"Dragon Ball Z
Ultimate Tenkaichi
Développeur
Spike
Éditeur
Namco Bandai
Date de sortie
JAP : 8 décembre 2011
AN : 25 octobre 2011
FRA : 28 octobre 2011
Genre
Combat
Mode de jeu
Un à deux joueurs et multijoueurs en ligne.
Plateforme
PlayStation 3, Xbox 360
Langue
Multilingue
Évaluation
CERO : A ?
ESRB : T ?
PEGI : 12 ?
Site web
www.namcobandaigames.com/console/dragon-ball-z-ultimate-tenkaichi, b.bngi-channel.jp/dba
modifier - modifier le code - modifier Wikidata"
3270,WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,THQ,0.25,0.23,0.0,0.14,0.62,"[afficher]
Liste des personnages jouables
 "
3271,Bass Landing,PS,1999.0,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,no_data
3272,XGRA: Extreme G-Racing Association,PS2,2004.0,Racing,Eidos Interactive,0.3,0.24,0.0,0.08,0.62,"XGRA
Extreme-G Racing Association
Développeur
Acclaim Cheltenham
Éditeur
Acclaim
Date de sortie
2003
Genre
Course
Mode de jeu
Multijoueur, solo
Plateforme
GameCube, PlayStation 2, Xbox
Extreme-G
XG3: Extreme-G Racing (2001) -
modifier - modifier le code - modifier Wikidata"
3273,Mario's Picross,GB,1995.0,Puzzle,Nintendo,0.0,0.0,0.62,0.0,0.62,"Mario's Picross
Développeur
Jupiter
Ape
Éditeur
Nintendo
Date de sortie
Game Boy
JAP : 14 mars 1995
AN : Mars 1995
AUS : 25 juillet 1995
EUR : 27 juillet 1995
Console Virtuelle - Nintendo 3DS
PAL : 14 juillet 2011
AN : 4 août 2011
JAP : 21 septembre 2011
Franchise
Mario's Picross (d)
Genre
Réflexion (puzzle)
Mode de jeu
Solo
Plateforme
Game Boy
Langue
Anglais
Évaluation
PEGI 3 (d)
Site web
www.nintendo.co.jp/n02/dmg/apcj/index.html
modifier - modifier le code - modifier Wikidata"
3274,Pac-Man Player's Choice Bundle,GC,2003.0,Misc,Namco Bandai Games,0.48,0.12,0.0,0.02,0.62,no_data
3275,Rocksmith 2014,PS4,2014.0,Misc,Ubisoft,0.34,0.17,0.0,0.11,0.62,"Rocksmith 2014
Développeur
Ubisoft San Francisco
Éditeur
Ubisoft
Date de sortie
JAP : 2013
USA : 22 mai 2013
EUR : 22 mai 2013
Genre
Jeu de rythme
Mode de jeu
Un
Plateforme
PS3, PS4, Xbox 360, Xbox One, PC, Macintosh
Langue
Anglais, allemand, français, italien, espagnol, japonais
Moteur
Gamebryo
Site web
www.rocksmith.com
Rocksmith
Rocksmith (2011) Rocksmith+ (2022)
modifier - modifier le code - modifier Wikidata"
3276,Fighters MEGAMiX,SAT,1996.0,Fighting,Sega,0.0,0.0,0.62,0.0,0.62,"Fighters Megamix
Développeur
Sega-AM2
Éditeur
Saturn
Sega
Game.com
Tiger Electronics
Réalisateur
Yū Suzuki
Compositeur
Takenobu Mitsuyoshi
Date de sortie
Saturn
JAP : 21 décembre 1996
USA : 30 avril 1997
EUR : 5 juin 1997
Game.com
USA : 1998
Genre
Jeu de combat
Mode de jeu
Un à deux joueurs
Plateforme
Saturn, Game.com
Évaluation
ESRB : T ?
modifier - modifier le code - modifier Wikidata"
3277,Bahamut Lagoon,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.62,0.0,0.62,"Bahamut Lagoon
Développeur
Square
Éditeur
Square
Réalisateur
Kazushige Nojima (directeur)
Compositeur
Noriko Matsueda
Date de sortie
JAP : 9 février 1996
Genre
Tactical RPG
Mode de jeu
Un joueur
Plateforme
Super Famicom
modifier - modifier le code - modifier Wikidata"
3278,Wall-E,X360,2008.0,Platform,THQ,0.29,0.26,0.0,0.07,0.62,"WALL-E
Logo du film.
Données clés
Titre original WALL-E
Réalisation Andrew Stanton
Scénario Andrew Stanton
Jim Reardon
Pete Docter
Sociétés de production Pixar Animation Studios
Pays de production États-Unis
Genre Animation
Anticipation
Science-fiction post-apocalyptique
Comédie
Durée 98 minutes
Sortie 2008
Pour plus de détails, voir Fiche technique et Distribution"
3279,Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62,"Tomb Raider 3 :
Les Aventures de Lara Croft
Développeur
Core Design
Éditeur
Eidos Interactive
Réalisateur
Jamie Morton, Richard Morton, Andrew Sandham
Scénariste
Vicky Arnold
Compositeur
Nathan McCree
Producteur
Troy Horton
Date de sortie
USA : novembre 1998
FRA : 19 novembre 1998
Genre
Action-aventure
Mode de jeu
Un joueur
Plateforme
PlayStation, Windows, Mac OS
Langue
Français (textes et voix)
Évaluation
PEGI 12 (d)
Site web
www.core-design.com/tr3_info.html
Tomb Raider
Tomb Raider 2 (1997) Tomb Raider : La Révélation finale (1999)
modifier - modifier le code - modifier Wikidata"
3280,Toshochu: Run for Money,3DS,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.62,0.0,0.62,no_data
3281,Dragon Quest Monsters: Joker 2 Professional,DS,2011.0,Role-Playing,Square Enix,0.0,0.0,0.62,0.0,0.62,no_data
3282,NFL Quarterback Club 99,N64,1998.0,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62,no_data
3283,Super Robot Taisen α Gaiden,PS,2001.0,Strategy,Banpresto,0.0,0.0,0.58,0.04,0.62,no_data
3284,Formula 1: Championship Edition,PS3,2006.0,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61,no_data
3285,Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61,"Muramasa
The Demon Blade
Développeur
Vanillaware
Éditeur
Wii
Marvelous Entertainment (Japon)
Ignition Entertainment
Rising Star Games

PlayStation Vita
Marvelous AQL (Japon)
Aksys Games
Distributeur
Nintendo
Scénariste
Nintendo
Compositeur
Hitoshi Sakimoto
Date de sortie
Wii
AN : 8 septembre 2009
JAP : 9 avril 2009
EUR : 27 novembre 2009

PlayStation Vita
AN : 25 juin 2013
JAP : 28 mars 2013
EUR : 16 octobre 2013
Genre
Action-RPG, beat them all
Mode de jeu
Un joueur
Plateforme
Wii, PlayStation Vita
Langue
Français (Wii), anglais (Vita)
Évaluation
CERO : B ?
ESRB : T ?
PEGI : 12 ?
Site web
www.mmv.co.jp/special/game/wii/oboromuramasa
modifier - modifier le code - modifier Wikidata"
3286,NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,"NBA 2K9
Développeur
Visual Concepts
Éditeur
2K Sports
Date de sortie
10 octobre 2008
Genre
Sport
Mode de jeu
Un à 7 joueurs en local et jusqu'à 10 en ligne
Plateforme
PlayStation 3, Xbox 360, PlayStation 2, PC
Évaluation
PEGI : 3+ ?
NBA 2K
NBA 2K8 NBA 2K10
modifier - modifier le code - modifier Wikidata"
3287,SingStar Singalong With Disney,PS2,2008.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.57,0.61,no_data
3288,NHL 16,PS4,2015.0,Sports,Electronic Arts,0.35,0.15,0.0,0.11,0.61,"NHL 16
Développeur
EA Canada
Éditeur
EA Sports
Début du projet
2015
Genre
Sport
Hockey sur glace
Mode de jeu
Solo
multijoueurs
Plateforme
PlayStation 4
PlayStation 3
Xbox 360
Xbox One
Langue
texte écran en français
voix en anglais
Site web
www.easports.com/nhl
NHL
NHL 15 NHL 17
modifier - modifier le code - modifier Wikidata"
3289,Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,Electronic Arts,0.21,0.29,0.01,0.11,0.61,"Plants vs. Zombies
Garden Warfare
Développeur
Diahoumba Drame
Éditeur
Electronic Arts
Compositeur
Peter McConnell
Date de sortie
Xbox 360, Xbox One
AN 25 février 2014
EUR 28 février 2014
Windows
AN 24 juin 2014
EUR 27 juin 2014
PlayStation 3, PlayStation 4
AN 19 août 2014
EUR 22 août 2014
Genre
Tir à la troisième personne, tower defense
Mode de jeu
Multijoueur
Plateforme
Ordinateur(s) :
Windows
Console(s) :
PlayStation 3, PlayStation 4 (PlayStation 5 par rétrocompatibilité), Xbox 360, Xbox One
Moteur
Frostbite Engine
Évaluation
PEGI 7 (d)
Site web
www.ea.com/uk/plants-zombies-garden-warfare
Plants vs. Zombies (en)
Plants vs. Zombies 2 Plants vs. Zombies: Garden Warfare 2
modifier - modifier le code - modifier Wikidata"
3290,NFL Fever 2003,XB,2002.0,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,no_data
3291,Samurai Warriors 2,PS2,2006.0,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,"Cet article ne cite pas suffisamment ses sources (novembre 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
3292,Dynasty Warriors 8,PS3,2013.0,Action,Tecmo Koei,0.12,0.11,0.34,0.05,0.61,"Dynasty Warriors 8
Développeur
Omega Force
Éditeur
Koei Tecmo
Réalisateur
Atsushi Miyauchi
Compositeur
Kenji Nakajo
Masako Otsuka
Masato Koike
Sasaki Masayoshi
Yasuhiro Misawa
Producteur
Akihiro Suzuki
Date de sortie
JAP : 28 février 2013
AN : 16 juillet 2013
EUR : 19 juillet 2013
AUS : 25 juillet 2013

PlayStation 4
JAP : 22 février 2014
AN : 25 mars 2014
EUR : 4 avril 2014

Microsoft Windows
JAP : 23 mai 2014
INT : 13 mai 2014

Nintendo Switch
INT : 27 décembre 2018
Genre
Hack 'n' slash
Mode de jeu
Un joueur, multijoueur
Plateforme
PlayStation 3, PlayStation 4, Xbox 360, Nintendo Switch, Playstation Vita
Langue
Multilingue
Évaluation
PEGI 12 (d)
Dynasty Warriors
Dynasty Warriors 7 (2011) Dynasty Warriors 9 (2018)
modifier - modifier le code - modifier Wikidata"
3293,Disney Sing It: Family Hits,Wii,2010.0,Misc,Disney Interactive Studios,0.39,0.18,0.0,0.05,0.61,no_data
3294,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005.0,Misc,THQ,0.44,0.16,0.0,0.01,0.61,no_data
3295,Robotech: Battlecry,PS2,2002.0,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,"Robotech
Battlecry
Développeur
Vicious Cycle Software
Éditeur
TDK Mediactive
Date de sortie
PlayStation 2
AN 23 septembre 2002
EUR 14 février 2003
Xbox
AN 22 septembre 2002
GameCube
AN 11 octobre 2002
EUR 21 mars 2003
Genre
Tir à la troisième personne
Mode de jeu
Solo, multijoueur
Plateforme
GameCube, PlayStation 2, Xbox
modifier - modifier le code - modifier Wikidata"
3296,Dora the Explorer: Super Spies,GBA,2004.0,Platform,Gotham Games,0.44,0.16,0.0,0.01,0.61,no_data
3297,New Carnival Games,Wii,2010.0,Misc,Take-Two Interactive,0.35,0.21,0.0,0.05,0.61,no_data
3298,Tony Hawk: RIDE,X360,2009.0,Sports,Activision,0.46,0.1,0.0,0.05,0.61,"Tony Hawk
Ride
Développeur
Robomodo
Buzz Monkey (Wii)
Éditeur
Activision
Date de sortie
AN : 17 novembre 2009
EUR : 4 décembre 2009
AUS : 10 mars 2010
Genre
Sport : skateboard
Mode de jeu
Un joueur, multijoueur
Plateforme
Console(s) :
PlayStation 3, Xbox 360, Wii
Langue
Multilingue
Tony Hawk's
Motion (2008) Shred (2010)
modifier - modifier le code - modifier Wikidata"
3299,Just Dance 2014,WiiU,2013.0,Misc,Ubisoft,0.33,0.23,0.0,0.05,0.61,"Pour les articles homonymes, voir Just Dance."
3300,Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,0.5,0.07,0.0,0.04,0.61,no_data
3301,Texas Hold 'Em Poker,GBA,2004.0,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,no_data
3302,Time Crisis 3,PS2,2003.0,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,no_data
3303,Cabela's Monster Buck Hunter,Wii,2010.0,Sports,Activision,0.58,0.0,0.0,0.03,0.61,no_data
3304,Ganbaru Watashi no Kakei Diary,DS,2007.0,Misc,Nintendo,0.0,0.0,0.61,0.0,0.61,no_data
3305,pro evolution soccer 2011,X360,2010.0,Sports,Konami Digital Entertainment,0.09,0.44,0.0,0.07,0.61,"Pro Evolution Soccer 2011
Développeur
Konami
Éditeur
Konami
Début du projet
2010
Date de sortie
30 septembre 2010 (versions PS3, X360 et PC-DVD)
26 octobre 2010 (versions PS2 et PSP)
28 octobre 2010 (version Wii)
Genre
Football
Mode de jeu
Solo, multijoueur
Plateforme
PlayStation 3, Xbox 360, Nintendo Wii, PlayStation Portable, Windows, PlayStation 2, Nintendo 3DS, iOS, Android, Windows Phone
Langue
Multilangue
Évaluation
PEGI : 3 ?
Site web
www.konami-pes2011.com
EFootball
Pro Evolution Soccer 2010 Pro Evolution Soccer 2012
modifier - modifier le code - modifier Wikidata"
3306,New Play Control! Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61,no_data
3307,Small Soldiers,PS,1998.0,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
3308,Yakuza: Dead Souls,PS3,2011.0,Shooter,Sega,0.09,0.07,0.42,0.03,0.61,"Yakuza
Dead Souls
Développeur
CS1 Team
Éditeur
Sega
Producteur
Toshihiro Nagoshi
Date de sortie
JAP : 9 juin 2011
USA : 15 mars 2012
EUR : 16 mars 2012
Franchise
Like a Dragon
Genre
Action-aventure, Survival horror.
Mode de jeu
Un joueur
Plateforme
PlayStation 3
Langue
Textes en anglais, voix en japonais.
Évaluation
PEGI : 18 ?
Site web
ryu-ga-gotoku.com/theend/index.html
modifier - modifier le code - modifier Wikidata"
3309,Littlest Pet Shop: Garden,DS,2008.0,Simulation,Electronic Arts,0.31,0.24,0.0,0.06,0.61,no_data
