,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC
8921,Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,15.0,17.0,16.4,12.0,UMD
8923,Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,0.04,0.03,0.05,0.02,0.15,12.0,15.0,15.8,16.0,Blu-Ray New Game Media DVD
8924,Moshi Monsters: Katsuma Unleashed,DS,2013,Action,Activision,0.0,0.13,0.0,0.02,0.15,11.0,0.0,15.0,3.0,Cartouche
8926,Metal Slug 7,DS,2008,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,12.0,30.0,15.3,12.0,Cartouche
8929,Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,15.0,17.0,16.5,3.0,DVD Xbox Originals
8931,Shadow Hearts: From The New World,PS2,2005,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,16.0,23.0,13.4,7.0,DVD
8932,Mega Man Powered Up,PSP,2006,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,15.0,7.0,15.3,3.0,UMD
8935,Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.03,0.03,0.07,0.02,0.14,12.0,6.0,16.3,16.0,New Game Media Blu-Ray
8937,L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,12.0,4.0,15.3,12.0,UMD DVD
8939,Where the Wild Things Are,DS,2009,Platform,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,11.0,1.0,18.0,3.0,Cartouche
8940,Pipe Dreams 3D,PS,2001,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,11.0,3.0,11.3,3.0,GDROM Disquette CD Cartouche App Store
8946,Power Rangers: Super Legends,PS2,2007,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,6.0,15.0,10.1,12.0,CD
8949,Rayman 3,GBA,2003,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,17.0,51.0,17.4,3.0,Cartouche
8952,Fast Food Panic,DS,2010,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,11.0,5.0,17.2,3.0,Cartouche
8956,Wild ARMs 4,PS2,2005,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,15.0,19.0,16.3,12.0,DVD
8958,G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,8.0,3.0,8.0,16.0,DVD
8959,Casper: Spirit Dimensions,PS2,2001,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,12.0,4.0,12.5,3.0,DVD
8962,Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14,13.0,2.0,13.0,3.0,DVD
8964,Dishonored,XOne,2015,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,19.0,585.0,17.3,18.0,DVD PlayStation Store Contenu Xbox Live Blu-Ray Online
8965,Klonoa: Empire of Dreams,GBA,2001,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,16.0,14.0,16.6,3.0,Cartouche
8969,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015,Action,Disney Interactive Studios,0.0,0.11,0.0,0.03,0.14,11.0,3.0,16.0,7.0,iDensity Blu-Ray DVD App Store Cartouche
8971,Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,15.0,59.0,15.4,3.0,Cartouche
8973,Second Sight,PS2,2004,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,16.0,42.0,17.3,16.0,DVD
8974,Spider-Man: Edge of Time,DS,2011,Action,Activision,0.12,0.01,0.0,0.01,0.14,6.0,6.0,7.3,12.0,Cartouche
8975,Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,12.0,8.0,13.9,7.0,DVD
8976,Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,18.0,43.0,16.5,12.0,DVD
8977,Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,13.0,2.0,18.5,16.0,CD PlayStation Store DVD
8978,ArmA II,PC,2009,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14,16.0,287.0,15.7,18.0,DVD
8979,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,0.08,0.05,0.0,0.01,0.14,14.0,8.0,15.6,12.0,CD
8981,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0.0,0.01,0.14,7.0,3.0,13.3,12.0,Cartouche
8982,Doshin the Giant,GC,2002,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,6.0,50.0,12.5,3.0,Nintendo Game Disc
8986,Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.13,0.0,0.0,0.01,0.14,10.0,19.0,14.1,16.0,DVD
8988,Ford Racing Off Road,PSP,2008,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,9.0,3.0,9.7,3.0,UMD
8993,Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,14.0,19.0,14.3,7.0,Cartouche
8995,Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,8.0,9.0,13.2,16.0,DVD
8996,Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,13.0,12.0,16.9,12.0,Blu-Ray
8999,Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0.0,0.02,0.14,8.0,2.0,12.0,3.0,CD
9000,Monster Lab,DS,2008,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,13.0,19.0,14.6,7.0,Cartouche
9006,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,8.0,14.0,11.8,7.0,DVD Nintendo Game Disc Cartouche
9007,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,15.0,15.0,14.5,16.0,Online
9008,SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,17.0,27.0,18.0,3.0,Nintendo Game Disc DVD PlayStation Store UMD
9011,Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,11.0,0.0,15.0,3.0,Cartouche
9013,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,13.0,1.0,14.0,3.0,UMD
9015,Hero's Saga Laevatein Tactics,DS,2008,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,11.0,1.0,10.0,12.0,Cartouche
9018,TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14,15.0,26.0,15.7,16.0,Blu-Ray
9020,PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,14.0,12.0,15.8,3.0,DVD
9022,OutRun 2,XB,2004,Racing,Sega,0.11,0.03,0.0,0.01,0.14,16.0,27.0,16.6,3.0,CD
9023,Okami,PS3,2012,Action,Capcom,0.0,0.0,0.14,0.0,0.14,19.0,162.0,18.5,12.0,PlayStation Store
9024,Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,17.0,47.0,17.3,12.0,CD GDROM App Store DVD PlayStation Store Xbox Live Arcade
9035,Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,14.0,17.0,15.9,12.0,DVD
9039,Risen,PC,2009,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14,17.0,244.0,15.4,16.0,DVD
9040,Top Spin 3,DS,2008,Action,D3Publisher,0.11,0.02,0.0,0.01,0.14,16.0,52.0,13.8,3.0,Cartouche
9042,The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,10.0,27.0,12.1,16.0,DVD
9043,Watch Dogs,WiiU,2014,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14,16.0,30.0,15.4,18.0,iDensity
9044,Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,8.0,6.0,15.7,3.0,Cartouche
9054,Naruto RPG 2: Chidori vs Rasengan,DS,2005,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,11.0,7.0,17.4,3.0,Cartouche
9055,Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,17.0,35.0,16.2,3.0,CD
9057,Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14,11.0,4.0,7.5,7.0,App Store
9058,NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,11.0,1.0,15.0,3.0,Blu-Ray
9063,Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,12.0,16.0,15.3,12.0,DVD Blu-Ray
9069,X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,9.0,13.0,12.2,12.0,Blu-Ray DVD
9071,Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,12.0,9.0,13.0,12.0,DVD
9073,How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0.0,0.01,0.14,5.0,3.0,12.0,7.0,DVD Cartouche iDensity Blu-Ray
9074,Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14,13.0,5.0,10.6,3.0,iDensity
9077,SingStar Vol. 3,PS3,2008,Misc,Sony Computer Entertainment,0.0,0.11,0.0,0.03,0.14,14.0,9.0,13.1,12.0,Blu-Ray
9078,The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,10.0,11.0,14.7,9.0,CD
9079,Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,13.0,3.0,16.0,12.0,DVD
9080,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,14.0,10.0,15.5,12.0,UMD
9082,Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14,14.0,12.0,15.4,3.0,Cartouche
9083,Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0.0,0.0,0.14,11.0,1.0,15.0,3.0,Cartouche
9084,Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,16.0,1.0,20.0,12.0,DVD
9086,Eternal Eyes,PS,1999,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14,10.0,8.0,13.6,3.0,CD
9089,Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0.0,0.0,0.01,0.14,11.0,3.0,12.3,7.0,Cartouche
9093,Monster House,GC,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,12.0,3.0,17.3,3.0,DVD Nintendo Game Disc Cartouche
9098,Heroes over Europe,X360,2009,Simulation,Ubisoft,0.1,0.03,0.0,0.01,0.14,14.0,17.0,14.2,12.0,Blu-Ray DVD
9102,Monster Jam,DS,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.14,4.0,4.0,9.8,7.0,Cartouche
9104,Gyakuten Saiban 2,GBA,2002,Action,Capcom,0.0,0.0,0.14,0.0,0.14,16.0,1.0,18.0,12.0,eShop
9105,Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,7.0,8.0,15.3,7.0,DVD
9106,Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0.0,0.01,0.14,13.0,11.0,13.4,7.0,Cartouche
9107,Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,12.0,21.0,14.5,12.0,Cartouche CD UMD DVD
9108,Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0.0,0.02,0.14,12.0,11.0,15.3,3.0,DVD
9113,Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14,12.0,4.0,14.5,12.0,DVD
9115,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,11.0,2.0,13.5,3.0,Cartouche
9118,Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14,17.0,1.0,18.0,12.0,CD UMD Xbox Originals App Store DVD
9119,Enclave,XB,2002,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,15.0,10.0,16.4,12.0,CD DVD
9120,Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14,11.0,0.0,15.0,3.0,Cartouche CD
9122,Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0.0,0.14,12.0,28.0,11.9,16.0,DVD
9123,Syberia,DS,2008,Action,Mindscape,0.1,0.02,0.0,0.01,0.14,15.0,23.0,9.5,3.0,Cartouche
9124,Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.1,0.02,0.0,0.01,0.14,12.0,2.0,17.0,3.0,Cartouche
9129,The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,15.0,120.0,16.3,18.0,DVD
9132,Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0.0,0.01,0.14,11.0,1.0,19.0,18.0,Blu-Ray DVD
9134,Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14,14.0,1.0,16.0,7.0,Cartouche DVD
9137,Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,11.0,8.0,15.1,12.0,CD
9142,Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.1,0.03,0.0,0.01,0.14,11.0,1.0,11.0,7.0,Cartouche
9144,Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,11.0,1.0,15.0,3.0,Xbox Live Arcade Cartouche Online PlayStation Store CD
9147,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14,11.0,0.0,15.0,12.0,Nintendo Game Disc
9148,Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14,11.0,1.0,9.0,12.0,UMD
9151,Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,11.0,18.0,16.1,12.0,UMD
9154,Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0.0,0.01,0.13,0.0,0.14,11.0,3.0,14.7,12.0,Blu-Ray
9155,NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14,15.0,6.0,14.7,3.0,iDensity
9162,Rayman Arena,GC,2002,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,16.0,6.0,19.2,3.0,CD DVD PlayStation Store Nintendo Game Disc
9164,4x4 EVO 2,GC,2002,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14,12.0,11.0,15.0,3.0,CD DVD Nintendo Game Disc
9165,X-Blades,PS3,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.02,0.14,9.0,13.0,12.2,12.0,Blu-Ray
9174,Shining Soul,GBA,2002,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,15.0,11.0,11.7,3.0,Cartouche
9175,Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.14,11.0,5.0,14.2,3.0,Cartouche
9180,Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.14,14.0,55.0,14.2,3.0,Cartouche
9181,Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0.0,0.01,0.14,16.0,156.0,14.3,18.0,DVD
9187,Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14,17.0,47.0,17.3,12.0,CD GDROM App Store DVD PlayStation Store Xbox Live Arcade
9188,SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0.0,0.02,0.0,0.12,0.14,11.0,3.0,17.7,12.0,Cartouche eShop
9190,Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0.0,0.02,0.14,13.0,83.0,12.6,18.0,Blu-Ray
9191,Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14,8.0,47.0,11.3,18.0,Blu-Ray
9193,The X-Factor,PS3,2010,Misc,Deep Silver,0.0,0.1,0.0,0.03,0.14,5.0,8.0,7.6,12.0,Blu-Ray
9198,G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,10.0,2.0,13.5,12.0,Cartouche
9199,Football Manager 2014,PSV,2013,Sports,Sega,0.0,0.1,0.0,0.04,0.14,17.0,1.0,18.0,3.0,DVD
9201,Touch My Katamari,PSV,2011,Puzzle,Namco Bandai Games,0.08,0.04,0.0,0.02,0.14,10.0,15.0,13.9,3.0,New Game Media
9204,7th Dragon,DS,2009,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,11.0,1.0,13.0,3.0,Cartouche
9208,Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,0.09,0.03,0.0,0.02,0.14,11.0,49.0,14.1,3.0,UMD
9211,Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14,8.0,2.0,8.0,3.0,DVD
9214,UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14,13.0,23.0,14.9,3.0,DVD
9216,MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.11,0.0,0.0,0.02,0.14,11.0,7.0,17.1,3.0,Blu-Ray New Game Media
9217,Dragon Age Origins: Awakening,PC,2010,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.14,14.0,77.0,14.1,18.0,DVD
9218,Scene It? Bright Lights! Big Screen!,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,13.0,3.0,16.0,12.0,Blu-Ray DVD
9219,NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,15.0,3.0,17.7,3.0,Google Play DVD Blu-Ray
9220,Shining Resonance,PS3,2014,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,11.0,0.0,15.0,12.0,Blu-Ray
9227,Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,15.0,17.0,15.0,3.0,Cartouche
9228,Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,13.0,20.0,13.9,12.0,DVD
9231,Guilty Gear,PS,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,16.0,1.0,17.0,3.0,PlayStation Store CD
9234,Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.14,18.0,102.0,17.0,12.0,DVD
9239,Top Shot Arcade,Wii,2011,Shooter,Activision,0.13,0.0,0.0,0.01,0.14,11.0,0.0,15.0,3.0,DVD
9241,Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.02,0.1,0.0,0.01,0.14,16.0,43.0,15.5,3.0,Contenu Xbox Live Online DVD Blu-Ray PlayStation Store
9243,Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14,17.0,8.0,18.0,3.0,Cartouche CD Nintendo Game Disc DVD
9246,007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0.0,0.01,0.14,8.0,27.0,7.4,16.0,Cartouche
9251,Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,9.0,2.0,14.0,12.0,Nintendo Game Disc DVD CD
9253,Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14,11.0,1.0,19.0,3.0,UMD
9257,Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,10.0,38.0,11.4,18.0,Blu-Ray
9258,Spy Hunter 2,XB,2003,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13,7.0,3.0,18.3,7.0,DVD Nintendo Game Disc
9260,Backyard Soccer,PS,2001,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13,11.0,0.0,15.0,3.0,CD
9262,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,13.0,17.0,12.6,12.0,Cartouche
9268,MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.01,0.13,11.0,1.0,15.0,3.0,DVD
9269,NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,16.0,4.0,18.0,16.0,Blu-Ray DVD
9270,Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,12.0,9.0,15.0,12.0,DVD
9273,King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,10.0,10.0,14.7,12.0,CD
9274,Winter Stars,Wii,2011,Sports,Deep Silver,0.06,0.07,0.0,0.01,0.13,10.0,2.0,9.5,3.0,DVD
9278,Blade II,XB,2002,Action,Activision,0.1,0.03,0.0,0.0,0.13,9.0,4.0,14.0,12.0,CD DVD
9280,Baseball Advance,GBA,2002,Sports,Sega,0.1,0.04,0.0,0.0,0.13,11.0,0.0,15.0,3.0,Cartouche
9282,Retro Atari Classics,DS,2005,Misc,Atari,0.12,0.0,0.0,0.01,0.13,2.0,12.0,4.6,3.0,Cartouche
9283,NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,15.0,9.0,14.6,16.0,Blu-Ray
9286,Puzzle Kingdoms,DS,2009,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,11.0,1.0,14.0,3.0,Cartouche
9287,Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13,18.0,14.0,17.2,3.0,eShop
9288,Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13,12.0,4.0,12.0,12.0,New Game Media
9289,Paperboy / Rampage,GBA,2005,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,0.13,9.0,1.0,1.0,16.0,UMD
9291,Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.06,0.0,0.01,0.13,11.0,1.0,15.0,3.0,Cartouche
9294,Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0.0,0.0,0.13,14.0,1.0,18.0,3.0,DVD Nintendo Game Disc Cartouche
9295,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13,11.0,3.0,11.0,12.0,DVD
9297,Euro Truck Simulator 2,PC,2012,Action,SCS Software,0.0,0.12,0.0,0.02,0.13,16.0,478.0,17.3,12.0,DVD
9300,Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,14.0,24.0,16.2,3.0,DVD
9301,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,6.0,40.0,6.5,3.0,Cartouche
9302,Brain Assist,DS,2007,Misc,Sega,0.12,0.0,0.0,0.01,0.13,5.0,6.0,11.7,3.0,Cartouche
9304,Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,12.0,28.0,12.1,12.0,DVD
9307,Bakugan: Battle Trainer,DS,2010,Action,Activision,0.12,0.0,0.0,0.01,0.13,11.0,6.0,12.5,12.0,Cartouche
9313,NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0.0,0.02,0.13,11.0,2.0,11.0,16.0,DVD
9316,James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.07,0.05,0.0,0.01,0.13,7.0,21.0,12.2,16.0,iDensity
9317,Rogue Ops,XB,2003,Action,Kemco,0.1,0.03,0.0,0.0,0.13,13.0,7.0,15.9,16.0,DVD Nintendo Game Disc
9318,NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13,10.0,2.0,15.0,3.0,GDROM CD
9320,Rugby 15,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0.0,0.02,0.13,11.0,3.0,3.0,3.0,Blu-Ray
9327,Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,10.0,17.0,13.1,3.0,DVD
9328,Superman: The Man of Steel,XB,2002,Action,Atari,0.1,0.03,0.0,0.0,0.13,8.0,4.0,6.3,3.0,DVD
9331,The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13,11.0,1.0,13.0,3.0,CD
9333,NHL 2003,GC,2002,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,16.0,18.0,18.0,3.0,CD DVD Nintendo Game Disc
9334,Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,14.0,31.0,15.5,3.0,Cartouche CD GDROM
9335,Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.13,13.0,11.0,15.2,12.0,Blu-Ray
9341,WWE Survivor Series,GBA,2004,Fighting,THQ,0.09,0.04,0.0,0.0,0.13,9.0,6.0,15.0,12.0,Cartouche
9343,Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,11.0,0.0,15.0,3.0,Cartouche
9345,Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,15.0,127.0,16.3,16.0,Blu-Ray
9347,Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0.0,0.01,0.13,10.0,25.0,14.4,16.0,Blu-Ray DVD
9354,Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.01,0.05,0.06,0.01,0.13,11.0,1.0,20.0,18.0,PlayStation Store Online Xbox Live Arcade
9358,The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,14.0,5.0,15.8,3.0,CD
9361,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13,8.0,3.0,14.0,3.0,Cartouche
