,Name,Platform,summary,meta_score,user_review,year,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2994,Banjo-Kazooie: Grunty's Revenge,GBA,"Gruntilda is back, and it's up to Banjo and Kazooie to stop her master plan. In Banjo-Kazooie: Grunty's Revenge, you'll play as Banjo and follow him through six worlds rife with trials and contests. Some of the challenges you must overcome include solving puzzles, avoiding obstacles, and battling different enemies. Defeat your foes by using Banjo's array of combat moves. You can also seek help from witch doctors, who can transform Banjo into a mouse, a tank, and other creatures.",72,8.1,2003,5452,Platform,THQ,0.24,0.09,0.0,0.01,0.33
2995,Mario & Sonic at the Olympic Winter Games,Wii,"Mario & Sonic at the Olympic Winter Games takes players to Vancouver, Canada, host city of the official 2010 Olympic Winter Games. This gaming experience invites players of all ages and skill sets to face-off in some of the most intense winter competitions available for the Nintendo platforms. Developed by SEGA of Japan, under the guidance of Shigeru Miyamoto, Mario & Sonic at the Olympic Winter Games takes players to lifelike Olympic venues where they can choose from a legendary cast of playable characters, including new faces to the series. This fresh gaming experience features completely new Olympic Winter Games events from the official competition schedule including Alpine Skiing and Speed Skating. Tailored to the specific system controls, Nintendo DS and Wii gamers enjoy completely unique experiences thanks to each platform having its own specific gameplay features and modes. Players of all skill levels enjoy the intuitive controls of both the Wii and Nintendo DS systems, in both single and multiplayer gaming modes. The Wii game offers an even richer multiplayer experience offering co-op and competitive gameplay where the Nintendo DS brings an intense competitive element using the Nintendo DS wireless capabilities. Additionally, one of the new features to be found in Mario & Sonic at the Olympic Winter Games is the inclusion of the Wii Balance Board which can be used in some events featured in the Wii version, allowing for a more interactive and realistic gaming experience. [Sega]",72,7.5,2009,234,Sports,Sega,1.89,1.99,0.22,0.48,4.58
2996,The Sims 4: Get Together,PC,"The Sims 4 Get Together introduces Windenburg, a European-inspired World with a mix of vibrant, modern architecture and classic buildings and styles. From the charming countryside, to the bustling town square and luxurious island, Windenburg is filled with new things for your Sims to see and do. But you’re not going to be exploring these new sights alone. As the name suggests, Get Together is all about your Sim having fun with their friends, whether they’re leading their own exclusive Clubs or exploring Windenburg. Your Sims will be able to join different Clubs, each with their own interests, personalities, and styles. They have defined behaviors that dictate how they tend to act, including how they treat other Sims, and what they do or don't like to do. There will be a variety of Clubs waiting for your Sims when you first load up the expansion pack, but you’re also able to create and customize your own. You can set their requirements, decide what behaviors they have, choose their preferred hang outs, and even give them distinct rewards. [TheSims.com]",72,7.1,2015,7770,Simulation,Electronic Arts,0.05,0.13,0.0,0.01,0.19
2997,Guitar Hero: Warriors of Rock,X360,KISS frontman Gene Simmons provides the voice for the next installment in Activision's long-running rhythm-game series.,72,6.7,2010,2407,Misc,Activision,0.47,0.32,0.0,0.08,0.87
2998,Drawn to Life: The Next Chapter,DS,"In Drawn to Life: The Next Chapter for Nintendo DS, players draw their own heroes, be it humans, animals or multi-limbed creatures, and embark on a brand new adventure aboard a Turtle Ship to defeat the evil Wilfre and restore color to the Raposa civilization. Players have the ability to morph their hero into a blob or a spider, adding more gameplay and allowing for players to play each level a variety of different ways. The game’s Action Drawing Tool gives each color special properties when drawing objects into the game to help solve puzzles and progression through the game. Along the way, they collect coins and color drops to unlock a variety of content, including challenges and quests, customization options and hero abilities. In addition, the game’s multi-player aspect allows players to trade heroes, weapons, items and accessories with friends. [THQ]",72,7.7,2009,3112,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65
2999,Binary Domain,PS3,"Binary Domain puts players in the middle of a fast-paced and intense battle for humanity in robot-invaded 2080 Tokyo. Fighting through the derelict lower levels of the city, players control an international peace-keeping squad that soon starts to question their surroundings and the choices they are making. Are the robots becoming more human, or are humans becoming more like machines?",72,8.3,2012,5449,Action,Sega,0.09,0.08,0.14,0.03,0.33
3000,Halo 2,PC,"The saga continues with Halo 2 the international award-winning sequel to the highly successful and critically acclaimed Halo: Combat Evolved. In this sequel, the battle comes to Earth, and Master Chief, a genetically enhanced super soldier, is the only thing standing between the relentless alien Covenant and the destruction of all humankind. Exciting Single-Player Gameplay: Experience first hand the epic struggle between Master Chief and the Covenant armada. Brandish dual-wield weapons Covenant arms and pilot human and non-human vehicles and aircraft to battle intelligent AI alien enemies. Halo 2 for Windows Vista taps into the power of Live Anywhere, a service similar to Xbox Live, to deliver online matchmaking for PC gamers. The service enables Windows Vista gamers all over the globe to connect via their PCs and play on an innovative and competitive online forum. New Multiplayer Map Editor: The game also features the all-new new Map Editor, guaranteeing additional new, fan-generated content in the future. The Halo 2 community can now tap their endless creative potential to develop an unlimited number of user-created multiplayer levels. Complete Community Freedom: Halo 2 for Windows Vista offers gamers the freedom to host their own dedicated servers for maximum multiplayer action. [Microsoft]",72,6.1,2007,10818,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.1
3001,Deadly Creatures,Wii,"Deadly Creatures is a 3rd person action thriller set amidst a desert world of venomous terror, built exclusively for the Nintendo Wii. Players control an armored Scorpion and a deadly Tarantula as they fight for survival against Gila monsters, lizards, black widows and many more terrifying creatures. Featuring intuitive motion controls and a deep combo-based combat system, Deadly Creatures is a thrilling mix of brutal creature-crushing action and suspenseful exploration of vast 360 degree desert and man-made environments. Gamers explore this darkly compelling story through the eyes of two of the world’s most deadly creatures. [THQ]",72,8.5,2009,7055,Action,THQ,0.08,0.12,0.0,0.03,0.23
3002,Jak and Daxter: The Lost Frontier,PS2,"Hero Jak and his mischievous sidekick Daxter are back together and for the first time-ever they've joined forces on PSP. Get set for the latest addition to the smash-hit Jak and Daxter series, Jak and Daxter: The Lost Frontier from Sony Computer Entertainment Europe. Prepare for non-stop action and adventure as the duo travel across mysterious lands and take to the sky on a mission to save their planet from destruction. Take this incredible adventure with you anywhere on your PSP, or play it at home with PlayStation 2. Picking up from where the original Jak and Daxter trilogy left off, Jak and furry friend Daxter team up with their friend Kiera on her quest to become a Sage and save their world from the threat of darkness. As the environment of their planet slowly dies, our two worldly heroes embark on a mission to protect their world from the threat of ""dark eco"". Beginning on foot, you'll run and jump across undiscovered lands, before taking flight in one of five different aircrafts. With cheeky Daxter and our serious Hero Jak together on the adventure, fun and laughter is never far away. Blast airborne enemies and battle sky pirates with your powerful Gunstaff - a brand-new weapon that can transform into other new weapons. [Sony]",72,5.6,2009,4281,Platform,Sony Computer Entertainment,0.22,0.17,0.0,0.06,0.46
3003,Blood Bowl,PC,"A brutal team sport unfolding in a parallel fantasy world based on Warhammer and American football, Blood Bowl invites gamers to form a team of players from races including: Orcs, Elves, Humans, Dwarfs and many other fantasy creatures, and launch themselves into battle in the bloodiest of arenas. This strategy sports game combines a fine balance of tactics and bone crunching action! The game offers two game modes. The first, which is fully real time, offers spectacular gameplay with intense battles between blocking linemen and daring displays of agility of players leaping and dodging through opponents tackle zones, while powerful spells and dirty trick special plays are unleashed across the field. All this creates a highly charged atmosphere. Of course, since it is sometimes difficult to keep an eye on the entire field at once, the game's interface offers different tactical and strategic setups, while the AI is responsible for managing the players on the field. The second game mode, an actual turn-based game, is a treat for players of the original board game because it is an exact replica of Games Workshop's tabletop masterpiece. The original rules have been faithfully reproduced, and it contains all of the devices, strategies, play and rhythm of the original game. [Focus Home Interactive]",72,6.5,2009,13852,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04
3004,LEGO Indiana Jones 2: The Adventure Continues,Wii,"LEGO Indiana Jones 2 presents a tongue-in-cheek take on all four cinematic adventures of pop culture’s most iconic archaeologist, including for the first time ever Indiana Jones and the Kingdom of the Crystal Skull and will give players the ability to create levels of their own! [LucasArts]",72,6.3,2009,1349,Action,Activision,0.91,0.39,0.0,0.13,1.43
3005,Disney Art Academy,3DS,"Master the art of drawing beloved Disney and Pixar characters! Step-by-step lessons can teach anyone how to draw. Add some magic to your art! The Magic Brush makes it easy to add patterns, such as sparkles or stars, to any work of art. Go from amateur to expert with over 80 characters to draw!",72,7.1,2016,11012,Action,Nintendo,0.01,0.01,0.07,0.0,0.09
3006,50 Cent: Blood on the Sand,PS3,"After performing a sold-out concert in a fictional war-torn country, 50 Cent and the G-Unit are robbed of their cash and paid in kind with a priceless diamond encrusted skull, which is subsequently stolen by the local crime-lord’s gang. Determined to collect his payment and enact revenge on the gangsters foolish enough to disrespect him, 50 Cent sets out to get rich or die trying. 50 Cent: Blood on the Sand features intense third-person action/shooter gameplay, an intuitive cover system, drop in and drop out online multiplayer co-op, merciless melee counter-kills and a soundtrack that combines 50 Cent’s greatest hits with 18 exclusive new tracks. 50 Cent: Blood on the Sand puts players in control of their own virtual action film by blending visuals from the Unreal 3 game engine technology with an over-the-top story and voiceover work by 50 Cent and the G-Unit’s Tony Yayo, Lloyd Banks, and DJ Whoo Kid. [THQ]",72,6.9,2009,7802,Shooter,THQ,0.1,0.06,0.01,0.03,0.19
3007,Major League Baseball 2K11,PS3,Major League Baseball 2K11 is the next iteration in the 2K baseball series.,72,6.3,2011,7526,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2
3008,Saints Row 2,PC,"Saints Row 2 is set years after the original Saints Row in a Stilwater both familiar and strange. The explosive conclusion to Saints Row has left the player wounded, betrayed and thirsty for revenge, and now it's time to take back the city that has forgotten him. A sequel to the first open-world title on next-generation consoles, Saints Row 2 features all new customization options, including gender, age, voice, crib and gang customization. The sandbox just got larger with a totally transformed and expanded city of Stilwater, offering all new locations to explore with new vehicles, including motorcycles, boats, helicopters and planes. Saints Row 2 is playable online in 2-player co-op through the entire single-player campaign or in the all new open-world competitive multiplayer mode never before seen in the genre. [THQ]",72,6.8,2009,13906,Action,THQ,0.0,0.03,0.0,0.01,0.04
3009,Tiger Woods PGA Tour 08,Wii,"All-new Shot Confidence tracks your performance on every hole, round, and golf course. Based on key factors, including club selection, hole, lie, and more, dig into past performances with the Confidence Meter to identify strengths and weaknesses before every shot. The Most Golf Courses EverExperience the all-new FedExCup championship format by playing a dream round of golf at Westchester Country Club, TPC Boston, Cog Hill, and East Lake. Take On PGA And LPGA Tour ProsChallenge the greatest PGA Tour pros, including Tiger Woods, John Daly, and Vijay Singh, plus LPGA Tour pros such as Annika Sorenstam, Natalie Gulbis, Christie Kerr, and Morgan Pressel. [Electronic Arts]",72,7.0,2007,2017,Sports,Electronic Arts,0.94,0.02,0.0,0.08,1.03
3010,F1 2002,GC,"Kick off a brand-new season of racing with all the speed, glamour, and rivalry of Formula One. Officially licensed from the Formula One Administration Limited, F1 2002 features real drivers, teams, cars, and tracks from the 2002 FIA Formula One World Championship. Join new teams--Toyota and Renault--and complete all-new challenges that test your driving skills. The higher you place in each race, the more points you receive, and the closer you are to the Constructor's Cup.",72,7.8,2002,14367,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
3011,Lost Kingdoms,GC,"A dark mysterious force has taken over the five Kingdoms of Argwyll, and only one person can solve the mystery and save the world--you, as Princess Katia. Now you must travel through the kingdom and explore over two dozen unique 3D worlds filled with graveyards, forests, mountains, and fortresses. Interact with characters, uncover secret areas, and unravel the mystery of the evil forces. During your adventures, you can summon over 100 guardian creatures to help battle hordes of monsters. Make it a solo mission or go head-to-head with friends in two-player Versus mode.",72,8.2,2002,8418,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17
3012,Shaun White Snowboarding: World Stage,Wii,"Players hit the slopes with Shaun White and his crew, but this time the stakes are higher as you pursue the world's top competitions from a half-pipe in the middle of New York's Time Square to the most prestigious competitions of France, Canada and Japan. Players break out their Balance Boards once again for Shaun White Snowboarding: World Stage when they flex their board skills either alone or together with family and friends. [Ubisoft]",72,8.7,2009,5807,Sports,Ubisoft,0.25,0.04,0.0,0.02,0.31
3013,Secret Agent Clank,PSP,"Clank's on a mission. His best buddy, Ratchet, has been framed by a ruthless enemy and jailed for a crime he did not commit. Not only that, but Ratchet's maximum security prison is full of the universe's most dangerous criminals most of whom are lining up to personally 'welcome' Ratchet into his new cell. Luckily for Ratchet he’s got Clank on the outside, and luckily for Clank he's the kind of brainy little robot who is cool under pressure and knows a thing or two about tracking down a mysterious enemy. That's why, as Secret Agent Clank, he's hot on the trail of clues to unravel the mystery and secure Ratchet’s release from jail. Unleash Clank's cutting edge array of weapons and gadgets, such as Cufflink Bombs, Tie-a-Rangs, Spy Sunglasses and the ever helpful Holo-Disguise Monocle. Launch into a variety of gameplay styles from all-out action to cunning stealth and brain-busting puzzle solving. Drive state-of-the-art super spy vehicles including speedboats, snowboards and sports cars. Play as Clank, Ratchet and even Captain Qwark to gather enough evidence to set Ratchet free and discover who framed the innocent Lombax. [SCEA]",72,7.8,2008,9494,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
3014,Bionicle Heroes,DS,"Bionicle Heroes brings to life the most powerful and exciting LEGO characters ever seen in one game, in an action-packed world of adventure and discovery. Take control of a young hero as he steps out of the real world and into the strange and dangerous universe of Bionicle. Only by mastering the powers and special abilities of the greatest Bionicle heroes will he be able to overcome the many challenges ahead. [Eidos Interactive]",72,6.7,2006,12340,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06
3015,NASCAR 07,XB,"Take risks, be rewarded, and become a champion with NASCAR 07. With all-new Adrenaline Moments, use your skill and instinct during the most intense situations and control the outcome by avoiding disastrous wrecks and flying debris. Maintain your focus on dangerous conditions ahead with the new RaceBreaker feature, which guides you through every treacherous moment of the race. With all-new speed blurring, realistic spark and smoke effects, and camera shakes, get your adrenaline pumping and experience the all-out drama and intensity of 190-mph racing with NASCAR 07. Developed by EA Tiburon, NASCAR 07 will be available for the Xbox and the PlayStation 2 console and as NASCAR on the PSP system in September.",72,7.0,2006,13603,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04
3016,Arc the Lad: Twilight of the Spirits,PS2,"Twilight of the Spirits is the first game in the series to be presented entirely in realtime 3D, and breaks significantly with the connected storyline of Arcs one through three. Set some thousands of years after that story concluded, it tells the story of two brothers -- one demon, one human -- whose lives intersect across a 60-hour quest. [Sony]",72,8.4,2003,5237,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36
3017,Disney Golf,PS2,"It's Golf, Disney style! Take a magical trip to the links with your favorite Disney characters. Fun and challenging for all ages with several different modes of play including Match, Stroke, Skins, Best-Ball and a ""simple mode"" to even the odds for younger players. With six unique courses and over 60 collectable power-ups, Disney Golf is entertaining, colorful, magical, and most of all... fun! [Electronic Arts]",72,8.0,2002,8396,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17
3018,Namco Museum,PS2,"Includes classic Namco arcade hits such as Pac-Man, Ms. Pac-Man, Galaga, Galaxian, Dig Dug and Pole Position. But the fun doesn't stop there, since Namco has added all new arrangement modes plus other hidden games. [Namco]",72,6.6,2001,955,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82
3019,X-Men: Mutant Academy 2,PS,"Train with Professor X to unleash your super-powers and polish your combat skills. Master all-new, over-the-top moves-including aerial combat-as you fight through the ranks of mutants and prove you have what it takes to earn X-MEN status. Plus, get a behind-the-scenes look at X-MEN the Movie concept sketches, costumes and more!",72,8.4,2001,2842,Fighting,Activision,0.4,0.27,0.0,0.05,0.72
3020,Earthworm Jim,GBA,"Left unconscious by a massive cow-induced blow to the head and clad in his indestructible, high-tech super suit, Earthworm Jim continues the battle for truth, justice and well aerated soil. He sure is going to need your to guide him through his 3D fun-house of a brain. But beware, there is an evil lurking, a presence in his mind, a dark unseen force at work - Jim's brain is a dangerous place!",72,5.9,2001,6102,Platform,Interplay,0.2,0.08,0.0,0.01,0.29
3021,Republique,PS4,"In République on PS4, players finally take full control of Hope, a young woman held captive inside Metamorphosis, a shadowy totalitarian state ruled by the omnipresent Overseer. By hacking into this secret nation’s elaborate surveillance network, players and Hope begin a treacherous journey to freedom.",72,5.8,2016,16178,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01
3022,Need for Speed: Most Wanted 5-1-0,PSP,"Combining the thrill of illicit street racing and tuner customization with the intensity of strategic police pursuits that rivals any Hollywood-style chase scene, Need for Speed Most Wanted challenges players to become the most notorious and elusive street racer. Players instantly feel the thrill of the ride as they hit the streets in an open world environment where drivers can tune their cars to compete against any class of vehicles or use their wits to out-fox the law to satisfy their need for speed. Need for Speed Most Wanted delivers a unique, fast-paced and gripping ride in the racing genre as players build up their Rap Sheet and street cred to move their way up the Black List to become the most wanted racer on the streets. Players go head-to-head with the top drivers on the scene as well as strategically evade more than half dozen cops at any one time. Also included are a dynamic open world, new gameplay and customization as well as tuners, supercars, muscles and sports cars. [Electronic Arts]",72,7.6,2005,790,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1
3023,LEGO Batman: The Videogame,DS,"A stampede of notorious criminals have busted out of Arkham Asylum, where Gotham City houses only the shadiest of characters. It's up to the famed Caped Crusader to sweep Gotham clean of criminal activity using everything at his disposal, including crime-fighting vehicles as well as several baddie-bashing bat gadgets. [Warner Bros.]",72,8.1,2008,437,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15
3024,World Tour Soccer 06,PSP,"(Also known as ""World Tour Soccer 2"" in the UK/EU) The game is a collection of quick (4 minutes) points-based game modes, each offering unique soccer challenges requiring players to utilize different soccer fundamentals. Attempt to dominate the globe in the World Tour Mode as you take on the World’s best from Africa, Asia, North America, South America and Europe. Slide into Medal Mode and experience numerous challenging new mini games where points and medals are awarded for solid soccer play. 10 new modes of play including All Rounder, Classic Challenge, Challenge Plus, Time Attack, Checkpoint, Dropout, Outnumbered, Pass Clock, In The Zone and Shot Clock. Each mode features alternate points scoring systems and a reward-based unlock structure. 71 international teams along with more than 1,650 real, world-class players and 8 international stadiums. Game sharing compatibility allows WTS '06 owners to share various levels of the game with other PSP owners. [Sony]",72,tbd,2006,11693,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08
3025,Mushroom Men: The Spore Wars,Wii,"Mushroom Men - The Spore Wars shows gamers the mundane world from the surreal perspective of a three-inch-high Mushroom Man. Unnoticed by humans, a war rages between the spore factions. As a brave Bolete Mushroom Man, players are given the opportunity to transform common household trinkets and trash into weapons and tools, and wreak havoc on a miniature scale. As civil war rages amongst the fungi, fierce battles span the diminutive landscapes. Prepare yourself for the Spore War. [Gamecock]",72,8.8,2008,7924,Action,SouthPeak Games,0.17,0.01,0.0,0.01,0.19
3026,Army of Two,X360,"Army of Two throws gamers into hot spots ripped from current day headlines where they utilize unique TWO man strategies and tactics while seamlessly transitioning between playing with intelligent Partner AI (PAI) and a live player. When one man is not enough, it takes an army of two to fight through war, political turmoil and a conspiracy so vast it threatens the entire world. This is EA's first original title for the next-gen systems. Army of Two is the first game to put players inside tactical warfare involving Private Military Corporations. EA has built this game with co-operative TWO man gameplay as the centerpiece of the experience. Whether you’re playing with PAI or a friend, it's about the TWO man missions, TWO man strategies and the TWO man advantage that really sets this game apart. [Electronic Arts]",72,7.5,2008,1113,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65
3027,Dungeons & Dragons Heroes,XB,"Dungeons & Dragons Heroes is the first Dungeons & Dragons-branded experience created for the Xbox. Built from the ground up, this action RPG takes you on journey through a world filled with magic and monsters, treasures and traps, and good and evil. Your perilous quests take you through alternate planes of existence with dungeons and gemstones. Improve your skills as one of four distinct characters: Fighter, Wizard, Cleric, or Thief. The game offers both single-player or cooperative multiplayer gameplay with up to four players. Dungeons & Dragons Heroes gives you a chance to taste victory as only a true hero can.",72,7.8,2003,6544,Role-Playing,Atari,0.19,0.06,0.0,0.01,0.26
3028,Dragon Ball Z: Budokai Tenkaichi,PS2,"Everything before it was just training. Dragon Ball Z: Budokai Tenkaichi combines fighting and flying in wide open, destructible 3D environments. In the air, on the ground or under water, DBZ Budokai Tenkaichi gives players the ability to battle with unprecedented power and freedom. Experience the intensity of DBZ fighting in an all-new way by combining melee combat, energy attacks and 3D flight with fully interactive recreation of the Dragon Ball universe. With its intense battles, high-speed flight and deep storyline, DBZ Budokai Tenkaichi offers players a ""superhero"" experience of epic proportions - it's the DBZ game fans have been waiting for. [Atari]",72,8.3,2005,1107,Fighting,Atari,0.96,0.12,0.54,0.04,1.66
3029,Pac 'n Roll,DS,"In Pac'N Roll, the inhabitants of Pac-World have been turned into spheres by the evil monster Golvis’ Ghost Light. Pac-Man must roll his way through Ghost-Land, collecting pellets and confronting Ghosts to save his family and restore peace to Pac-Land. Introducing an innovative new control scheme, Pac'N Roll lets players control Pac-Man with the Nintendo DS stylus. Players can roll and dash around the environment as well as execute maneuvers such as hairpin turns, immediate stops and precision rolling with effortless strokes of the stylus. In his quest to save Pac-Land, Pac-Man will venture through stages such as Castle Pac, Gyro-Jungle and the Ghost House, while facing perilous hazards like moving floors, dash panels, jump zones and wind zones. Along the way, Pac-Man will find power-ups like the Winged Chocolate, allowing him to fly through the worlds and jump over Ghosts, or the ""Knight Chocolate,"" providing him with armor which grants him the power to crash through walls and withstand more damage. Pac’N Roll also includes the original Pac-Man arcade game, allowing up to two players to munch on pellets and claim the highest score. [Namco]",72,8.4,2005,10015,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11
3030,Dead Rising 2: Off the Record,X360,"Dead Rising 2: Off the Record, sees photojournalist and original hero of Dead Rising's Willamette incident, Frank West take center stage as players experience a reimagining of the Fortune City outbreak. Forget what you know about Dead Rising 2,""Frank West is back in the game!"" The new, ""Off the Record"" storyline means an all new Dead Rising 2 experience. Frank will face off against more twisted enemies, build more outrageous combo weapons, follow his own unique mission structure and explore brand new areas of Fortune City to get his biggest scoop yet. Frank's come back means the return of his trusty camera, with players able to earn Prestige Points (PP) for specific photo opportunities that are graded against criteria such as horror, drama, erotica and brutality. In addition to the new scenario and gameplay enhancements, Dead Rising 2: Off the Record offers a suite of technical updates including load time optimizations, improved network performance and a host of system upgrades to deliver a more satisfying Dead Rising experience.",72,7.5,2011,6249,Action,Capcom,0.17,0.09,0.0,0.02,0.28
3031,Thrillville: Off the Rails,PSP,"Off the Rails lives up to its name with 20 death-defying rides so outrageous, they inspire the same word from every park visitor who sees them: ""WHOA!"" Players build these incredible ""WHOA Coasters"" to leap from one track to another, launch through the air like cannonballs, blast through a burning rings of fire and more. A new lighthearted story ties together more than 100 missions, complete with 34 playable multiplayer theme-park games and social interaction with park guests that's better than ever. The in-depth conversations both advance the plot and suggest better ways to manage the park. But is every guest to be trusted? [LucasArts]",72,1.5,2007,10438,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1
3032,Shrek 2,XB,"Shrek 2 takes players on a twisted fairy tale adventure with Shrek and his buddies. Revisit key locations from the movie sequel while discovering all-new locations and characters. Shrek 2 combines squad-based action with traditional action adventure elements. You control a team of four and play as Shrek or any of his ten friends, switching between each to best utilize the character's unique abilities to solve puzzles, fight monsters, and complete wild and dangerous adventures.",72,5.6,2004,3670,Platform,Activision,0.4,0.13,0.0,0.02,0.55
3033,Hunter: The Reckoning Redeemer,XB,"Kaylie Winter has trained hard every day for the last 10 years since her parents were murdered. Eager for justice, she joins the group of Hunters as the undead threaten the streets of Ashcroft once again. Now you can play as Kaylie, or any one of the original Hunters, in Hunter the Reckoning: Redeemer and battle heartless zombies, bloodthirsty vampires, and relentless bosses. Fight solo or cooperatively with three other friends and master all the weapons, magical Edges, and special moves of a Hunter.",72,7.2,2003,8316,Action,Interplay,0.13,0.04,0.0,0.01,0.17
3034,Spyro: Attack of the Rhynocs,GBA,"In a terrible mishap, Spyro, Sparx, and the Professor have inadvertently torn a hole in the fabric of space between the Rhynoc and Dragon Realms. Now, at the command of the elusive Ripto, droves of Rhynocs are pouring into the Dragon Realms in yet another attempt to make life miserable. As Spyro, Agent 9, or Sergeant Byrd, you must help the Professor close the hole quickly before the gate becomes too big and the two realms fuse together--permanently. You can use Spyro's new abilities, including the Head-Butt Slam, Cyclone Attack, Phoenix Vision, and more.",72,7.1,2003,5835,Platform,Universal Interactive,0.22,0.08,0.0,0.01,0.3
3035,Jurassic Park: Operation Genesis,PC,"Now is your chance to fulfill Dr. John Hammond's dream by successfully designing and managing the ultimate dinosaur theme park. Jurassic Park: Operation Genesis allows gamers to create the most amazing theme park he world has ever seen. As the first ever fully 3D action-sim, Operation Genesis gives players two games in one. Either build the ultimate dinosaur theme park or engage in 12 action-packed missions that will truly test your gaming skills. Dream it. Build it. Survive it. This truly is Jurassic Park... your way! [Vivendi Universal]",72,8.7,2003,14889,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.03
3036,The Scorpion King: Sword of Osiris,GBA,"After the death of Memnon, the evil Menthu has risen to power determined to lead his legions of warriors and destroy Egypt once and for all. As the Scorpion King, you must journey through ancient deserts overpowering everything in your patch to find the Sword of Osiris and unleash its powers on Menthu.",72,tbd,2002,7958,Action,Vivendi Games,0.13,0.05,0.0,0.0,0.19
3037,James Bond 007: Agent Under Fire,PS2,The devious plans of a criminal mastermind once again threaten to bring the world's greatest nations to their knees and only one man can save them. The game's mix of intense first-person action and white-knuckle driving levels will transport the player to exotic locations where they will come face-to-face with the world's most dangerous villains. Only the clever use of firepower and tricks of the spycraft trade will allow them to save the world. [Electronic Arts],72,7.9,2001,364,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
3038,Dragon Ball: Fusions,3DS,"Dragon Ball Fusions is the latest Dragon Ball experience for Nintendo 3DS! Its an RPG action game that combines fighting, customization, and collecting elements to bring Dragon Ball to the next level. It features a huge character roster from Dragon Ball all the way to Dragon Ball Super.",72,8.1,2016,8446,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
3039,Guitar Hero: On Tour Decades,DS,"Guitar Hero On Tour: Decades allows gamers to unleash their inner rockstar anytime, anywhere and for the first time ever share their music with friends as they embark on a tour through the decades of rock. Compatible with Guitar Hero: On Tour, the game leverages the technology of its predecessor and expands the experience with a new progression taking players on a musical journey from the classics of the 1970’s through today’s greatest hits. With a new library of music, characters and venues, the game delivers a portable way for gamers to unleash their inner rockstar while playing through the history of rock ’n’ roll. [Activision]",72,7.7,2008,1172,Misc,Activision,0.85,0.58,0.0,0.16,1.58
3040,Dark Sector,X360,"An all-new and original action-thriller designed exclusively for next-generation consoles, Dark Sector thrusts players into the role of Hayden Tenno, an elite black-ops agent sent on a dangerous mission into a decaying Eastern European city that hides a deadly Cold War secret. Attacked by an unknown enemy, he awakens to find part of his body altered by an infection that has granted him inhuman abilities and he must learn to evolve along with his powers, to survive and to become a hero. A dark, gritty experience packed with fast action, incredible superpowers and an engaging story. [D3Publisher of America]",72,7.4,2008,4101,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
3041,Super Swing Golf,Wii,"Super Swing Golf takes advantage of the power of the Wii and provides a rich, newly designed, casual golf game that revolutionizes the way video game golf is played, putting the player in control of the club and the course. The Super Swing: The Wii controller provides a new level of gaming interaction, sensing motion, depth, positioning and targeting dictated by the movement of the controller itself allowing the controller to act as the golf club. A back-swing sets the amount of power of the swing and the angle of controller when hitting the ball defines whether the ball will hook or slice. Improved character texture and molding and the newly designed costumes bring this title to life in this uniquely designed fantasy world. Hit the lynx in Single Mode to play through Story Mode, Free Mode, or Challenge Mode. In Story Mode, the game proceeds along with the story of each character and will diverge according to the results of the match. Try out Battle Mode to take on others in Match Play, Stroke Play, and Party Play. [Tecmo]",72,7.8,2006,7082,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23
3042,Majin and the Forsaken Kingdom,PS3,"In Majin and the Forsaken Kingdom, a once thriving society is suddenly engulfed by a dark force that nearly eradicates all of its inhabitants. Many tried to reclaim their fallen homeland but were annihilated by strange warriors who rose from the darkness. A hundred years later, a cunning young outsider is drawn to this forsaken kingdom where he encounters and befriends Majin, a mysterious monster-like being with incredible strength. Now in an effort to restore the empire, the two set out to uncover Majin's forgotten past and the secrets that lie within the ancient land.",72,8.0,2010,5987,Adventure,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29
